carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_encoded,color_encoded,clarity_encoded,segment
1.51,Ideal,D,SI1,59.5,57.0,12738,7.56,7.46,4.47,252.09727199999998,4,6,2,2
2.05,Ideal,F,SI2,62.2,57.0,12743,8.19,8.12,5.07,337.169196,4,4,1,2
1.39,Ideal,F,VS2,61.5,55.0,12744,7.19,7.23,4.44,230.80762800000005,4,4,3,2
1.3,Ideal,F,VVS2,62.1,55.0,12745,7.04,6.96,4.35,213.14303999999996,4,4,5,2
2.2,Premium,H,SI2,61.5,58.0,12747,8.44,8.38,5.18,366.36689599999994,3,2,1,2
1.1,Ideal,E,VVS1,61.1,56.0,12748,6.69,6.73,4.1,184.59717,4,5,6,0
2.13,Premium,H,SI2,62.4,56.0,12753,8.26,8.19,5.13,347.041422,3,2,1,2
1.5,Good,E,SI1,64.2,55.0,12754,7.17,7.22,4.62,239.16538799999998,1,5,2,2
1.71,Good,I,VS1,63.7,58.0,12755,7.58,7.54,4.81,274.90689199999997,1,1,4,2
2.28,Ideal,J,SI1,61.6,57.0,12755,8.5,8.43,5.21,373.32255,4,0,2,2
1.51,Premium,G,VS2,62.7,58.0,12756,7.2,7.31,4.55,239.4756,3,3,3,2
1.51,Good,G,VS2,63.3,60.0,12756,7.2,7.28,4.58,240.06528000000003,1,3,3,2
1.51,Premium,G,VS2,62.5,59.0,12756,7.28,7.34,4.57,244.19886400000001,3,3,3,2
1.51,Very Good,G,VS2,58.9,60.0,12756,7.47,7.55,4.42,249.28136999999998,2,3,3,2
2.01,Ideal,H,SI2,62.3,57.0,12762,8.1,8.04,5.03,327.57372,4,2,1,2
1.52,Ideal,H,VVS2,62.8,56.0,12764,7.32,7.3,4.59,245.27124,4,2,5,2
2.0,Fair,H,VS2,65.2,56.0,12765,7.92,7.87,5.15,321.00156,0,2,3,2
2.03,Very Good,D,SI2,63.1,59.0,12765,8.12,7.99,5.08,329.584304,2,6,1,2
2.05,Premium,I,VS1,60.3,59.0,12766,8.25,8.21,4.96,335.9532,3,1,4,2
2.0,Very Good,J,SI1,60.8,58.0,12768,7.99,8.07,4.88,314.65898400000003,2,0,2,2
2.23,Premium,J,SI2,60.5,61.0,12770,8.47,8.4,5.1,362.8548,3,0,1,2
1.73,Premium,D,SI1,60.6,59.0,12770,7.76,7.68,4.68,278.91302399999995,3,6,2,2
2.11,Very Good,J,SI2,60.8,61.0,12771,8.21,8.36,5.04,345.923424,2,0,1,2
1.65,Very Good,H,VS1,62.0,58.0,12773,7.56,7.66,4.72,273.333312,2,2,4,2
1.19,Ideal,F,VVS1,61.9,57.0,12776,6.84,6.79,4.22,195.99199199999998,4,4,6,0
2.07,Ideal,J,SI2,62.5,56.0,12778,8.18,8.08,5.08,335.759552,4,0,1,2
1.51,Very Good,E,VS2,62.7,59.0,12779,7.2,7.32,4.55,239.8032,2,5,3,2
1.64,Very Good,E,SI1,61.8,59.0,12779,7.51,7.55,4.65,263.657325,2,5,2,2
1.54,Good,E,SI1,63.8,57.0,12779,7.31,7.34,4.67,250.57071799999997,1,5,2,2
1.5,Ideal,G,VS2,62.5,55.0,12787,7.26,7.23,4.53,237.77879400000003,4,3,3,2
1.5,Premium,G,VS2,60.3,60.0,12787,7.34,7.26,4.4,234.46896,3,3,3,2
1.5,Good,G,VS2,63.6,60.0,12787,7.24,7.2,4.59,239.26752,1,3,3,2
1.2,Premium,E,VVS2,62.3,59.0,12787,6.83,6.79,4.24,196.632968,3,5,5,0
1.5,Premium,G,VS2,62.5,59.0,12787,7.27,7.23,4.53,238.10631300000003,3,3,3,2
1.5,Fair,G,VS2,64.4,56.0,12787,7.16,7.09,4.59,233.008596,0,3,3,2
1.13,Ideal,D,VVS2,62.3,54.0,12788,6.64,6.7,4.16,185.07008000000002,4,6,5,0
1.71,Very Good,H,SI1,59.5,59.0,12791,7.78,7.81,4.64,281.934752,2,2,2,2
1.53,Ideal,E,SI1,62.3,54.2,12791,7.35,7.38,4.59,248.97536999999997,4,5,2,2
2.14,Premium,G,SI2,60.1,58.0,12792,8.4,8.35,5.03,352.80420000000004,3,3,1,2
2.04,Premium,G,SI2,61.3,60.0,12794,8.18,8.13,5.0,332.517,3,3,1,2
1.19,Ideal,D,VVS2,62.0,57.0,12795,6.76,6.86,4.22,195.696592,4,6,5,0
1.5,Very Good,G,VVS2,60.9,56.0,12798,7.34,7.37,4.48,242.349184,2,3,5,2
2.02,Good,J,SI1,63.5,60.0,12798,7.93,7.98,5.05,319.57106999999996,1,0,2,2
1.58,Very Good,D,SI1,62.4,60.0,12799,7.41,7.44,4.63,255.253752,2,6,2,2
2.04,Fair,E,SI2,65.4,55.0,12799,7.87,7.93,5.17,322.65504699999997,0,5,1,2
1.54,Premium,G,VS2,60.9,59.0,12800,7.49,7.45,4.55,253.89227499999998,3,3,3,2
1.57,Ideal,H,VS2,61.5,54.0,12809,7.47,7.5,4.61,258.27525,4,2,3,2
1.57,Ideal,H,VS1,62.2,55.0,12810,7.44,7.49,4.64,258.56678400000004,4,2,4,2
2.29,Fair,J,SI1,56.8,66.0,12811,8.79,8.69,4.96,378.870096,0,0,2,2
1.9,Premium,F,SI2,62.9,61.0,12812,7.78,7.73,4.88,293.480272,3,4,1,2
2.01,Ideal,J,SI2,62.1,56.0,12814,8.06,8.13,5.03,329.6048340000001,4,0,1,2
1.91,Ideal,G,SI2,62.2,55.0,12816,7.94,7.9,4.93,309.23918000000003,4,3,1,2
1.66,Very Good,E,SI1,61.7,58.0,12818,7.52,7.59,4.66,265.977888,2,5,2,2
1.64,Premium,F,SI1,61.3,58.0,12821,7.65,7.59,4.67,271.156545,3,4,2,2
1.5,Ideal,G,VS2,63.0,56.0,12821,7.32,7.26,4.59,243.927288,4,3,3,2
1.5,Premium,G,VVS2,61.2,59.0,12821,7.4,7.31,4.5,243.423,3,3,5,2
1.81,Very Good,I,VS2,62.7,58.0,12822,7.68,7.77,4.84,288.82022399999994,2,1,3,2
1.52,Premium,D,SI1,59.8,58.0,12823,7.55,7.51,4.5,255.15224999999998,3,6,2,2
1.52,Premium,D,SI1,59.5,61.0,12823,7.5,7.43,4.44,247.41899999999998,3,6,2,2
1.52,Premium,D,SI1,59.2,61.0,12823,7.59,7.55,4.48,256.72416000000004,3,6,2,2
1.31,Ideal,F,VS1,62.1,55.0,12825,6.97,7.0,4.34,211.74859999999998,4,4,4,2
2.18,Good,H,SI1,63.8,57.0,12825,8.24,8.17,5.23,352.08778400000006,1,2,2,2
1.62,Ideal,F,SI1,62.7,56.0,12828,7.5,7.44,4.68,261.144,4,4,2,2
1.51,Fair,E,VS2,65.0,58.0,12829,7.06,7.12,4.61,231.73179199999998,0,5,3,2
2.01,Ideal,G,SI1,61.6,57.0,12829,8.08,8.0,4.95,319.968,4,3,2,2
2.01,Very Good,H,SI2,63.4,56.0,12829,8.09,7.99,5.1,329.65941,2,2,1,2
2.01,Premium,I,SI1,60.5,58.0,12829,8.2,8.06,4.92,325.17264,3,1,2,2
2.01,Premium,H,SI1,61.2,62.0,12829,8.18,8.12,4.99,331.443784,3,2,2,2
1.72,Ideal,G,VS2,62.8,57.0,12830,7.65,7.58,4.78,277.17786,4,3,3,2
1.51,Premium,G,VS1,62.4,60.0,12831,7.3,7.34,4.57,244.86974,3,3,4,2
2.26,Ideal,G,SI2,61.9,57.0,12831,8.44,8.36,5.2,366.90367999999995,4,3,1,2
2.02,Premium,J,VS2,61.1,58.0,12832,8.04,8.1,4.93,321.06131999999997,3,0,3,2
2.02,Ideal,J,VS2,62.0,56.0,12832,8.06,8.13,5.02,328.94955600000003,4,0,3,2
1.7,Very Good,H,VS2,63.3,58.0,12833,7.48,7.56,4.76,269.172288,2,2,3,2
2.05,Very Good,I,SI2,59.8,56.0,12839,8.32,8.41,5.0,349.85600000000005,2,1,1,2
1.52,Very Good,G,VS2,62.1,58.0,12840,7.36,7.43,4.59,251.003232,2,3,3,2
1.52,Ideal,G,VS2,61.1,57.0,12840,7.39,7.45,4.53,249.40141500000001,4,3,3,2
1.28,Ideal,F,VVS2,62.2,56.0,12841,6.95,6.91,4.32,207.46584000000001,4,4,5,2
2.06,Premium,I,SI2,61.1,57.0,12842,8.3,8.24,5.05,345.37960000000004,3,1,1,2
1.78,Ideal,H,SI1,62.1,57.0,12843,7.77,7.73,4.81,288.89870099999996,4,2,2,2
1.58,Very Good,E,SI1,62.9,59.0,12844,7.38,7.43,4.66,255.523644,2,5,2,2
2.03,Premium,I,SI1,59.8,59.0,12844,8.29,8.24,4.94,337.44942399999996,3,1,2,2
2.01,Very Good,J,VS1,60.2,61.0,12845,8.16,8.23,4.93,331.083024,2,0,4,2
1.59,Very Good,D,VS2,61.4,60.0,12846,7.47,7.6,4.63,262.85436,2,6,3,2
1.51,Ideal,G,VS2,59.8,60.0,12846,7.45,7.5,4.47,249.76125,4,3,3,2
1.23,Ideal,D,VVS2,62.0,55.0,12848,6.85,6.92,4.27,202.40653999999995,4,6,5,0
1.53,Ideal,H,VVS2,61.9,57.0,12848,7.39,7.35,4.56,247.68323999999996,4,2,5,2
1.53,Premium,E,SI1,61.3,59.0,12851,7.35,7.4,4.52,245.84279999999998,3,5,2,2
2.18,Very Good,J,SI2,62.6,58.0,12853,8.23,8.25,5.16,350.35110000000003,2,0,1,2
2.05,Premium,G,SI2,62.1,56.0,12857,8.18,8.1,5.04,333.94032,3,3,1,2
1.62,Ideal,F,SI1,62.5,55.0,12857,7.56,7.52,4.71,267.76915199999996,4,4,2,2
1.5,Very Good,G,VS1,61.7,63.0,12862,7.31,7.24,4.49,237.630556,2,3,4,2
2.03,Premium,J,SI1,62.1,59.0,12862,8.06,8.12,5.02,328.54494399999993,3,0,2,2
1.56,Ideal,H,VS2,62.2,56.0,12864,7.45,7.47,4.64,258.22296,4,2,3,2
1.01,Ideal,E,IF,61.4,57.0,12865,6.53,6.46,3.99,168.313362,4,5,7,0
1.5,Very Good,F,VS2,62.6,59.0,12870,7.22,7.31,4.55,240.14081,2,4,3,2
1.5,Good,E,SI1,64.2,55.0,12870,7.22,7.17,4.62,239.16538799999998,1,5,2,2
1.6,Ideal,F,SI1,61.0,57.0,12871,7.54,7.6,4.62,264.74448,4,4,2,2
1.51,Premium,G,VS2,62.5,59.0,12872,7.34,7.28,4.57,244.19886400000001,3,3,3,2
1.51,Premium,G,VS2,62.7,58.0,12872,7.31,7.2,4.55,239.4756,3,3,3,2
1.51,Very Good,G,VS2,63.3,60.0,12872,7.28,7.2,4.58,240.06528000000003,2,3,3,2
1.51,Very Good,G,VS2,63.5,57.0,12872,7.23,7.19,4.58,238.08534600000004,2,3,3,2
1.7,Very Good,H,VS2,61.9,60.0,12874,7.57,7.61,4.7,270.75619,2,2,3,2
1.7,Very Good,H,VS2,62.8,58.0,12874,7.52,7.57,4.74,269.831136,2,2,3,2
1.72,Premium,H,SI1,61.4,59.0,12880,7.64,7.71,4.71,277.43972399999996,3,2,2,2
2.48,Ideal,I,SI2,62.3,57.0,12883,8.64,8.58,5.36,397.34323200000006,4,1,1,2
2.08,Premium,G,SI2,62.2,60.0,12883,8.16,8.09,5.06,334.03286399999996,3,3,1,2
2.02,Ideal,J,SI1,62.7,54.2,12884,8.03,8.08,5.05,327.65611999999993,4,0,2,2
1.42,Very Good,G,VVS2,62.6,60.0,12891,7.14,7.17,4.48,229.34822400000002,2,3,5,2
2.05,Premium,D,SI2,60.0,58.0,12891,8.31,8.23,4.96,339.220848,3,6,1,2
1.15,Very Good,E,IF,59.2,57.0,12895,6.78,6.86,4.04,187.90363200000002,2,5,7,2
1.64,Premium,E,SI1,61.8,59.0,12896,7.55,7.51,4.65,263.657325,3,5,2,2
1.58,Ideal,H,VVS2,62.0,56.0,12897,7.44,7.49,4.63,258.00952800000005,4,2,5,2
2.01,Premium,E,SI1,60.4,61.0,12898,8.05,7.98,4.84,310.91676,3,5,2,2
1.51,Premium,F,VS2,61.8,56.0,12899,7.46,7.32,4.57,249.55490400000002,3,4,3,2
1.49,Premium,G,VS1,60.8,62.0,12900,7.41,7.36,4.49,244.87382400000004,3,3,4,2
1.2,Very Good,F,IF,62.3,60.0,12905,6.74,6.8,4.22,193.41103999999999,2,4,7,2
1.51,Very Good,G,VS2,63.5,59.0,12906,7.2,7.13,4.55,233.57879999999997,2,3,3,2
1.22,Ideal,F,VVS1,61.5,58.0,12906,6.85,6.9,4.23,199.93095000000002,4,4,6,0
2.0,Ideal,I,VS1,62.3,56.0,12907,8.08,8.03,5.02,325.7096479999999,4,1,4,2
1.53,Ideal,G,VS2,62.8,57.0,12907,7.48,7.43,4.63,257.318732,4,3,3,2
2.28,Very Good,H,SI2,63.3,54.0,12907,8.36,8.29,5.27,365.2341879999999,2,2,1,2
1.52,Ideal,E,SI1,62.0,56.0,12907,7.36,7.34,4.56,246.342144,4,5,2,2
2.0,Fair,I,VS1,66.3,54.0,12907,7.98,7.88,5.26,330.76142400000003,0,1,4,2
1.63,Ideal,H,SI1,61.8,57.0,12910,7.5,7.54,4.64,262.392,4,2,2,2
1.19,Ideal,D,VVS2,62.0,57.0,12912,6.86,6.76,4.22,195.696592,4,6,5,0
2.02,Very Good,J,SI1,63.5,60.0,12915,7.98,7.93,5.05,319.57106999999996,2,0,2,2
1.52,Very Good,G,VS1,59.3,59.0,12916,7.48,7.55,4.46,251.87404,2,3,4,2
1.75,Good,D,SI1,63.8,57.0,12918,7.63,7.53,4.84,278.076876,1,6,2,2
2.23,Premium,H,SI2,59.4,59.0,12921,8.6,8.54,5.09,373.8299599999999,3,2,1,2
1.98,Fair,H,VS1,58.3,69.0,12923,8.28,8.17,4.8,324.70847999999995,0,2,4,2
2.02,Good,I,SI2,61.0,62.0,12927,8.1,8.14,4.95,326.3733,1,1,1,2
2.02,Good,G,SI2,57.5,61.0,12929,8.37,8.35,4.81,336.1684949999999,1,3,1,2
2.06,Premium,H,SI2,62.6,58.0,12931,8.06,8.03,5.04,326.197872,3,2,1,2
1.73,Premium,H,SI1,61.8,57.0,12931,7.77,7.64,4.76,282.56692799999996,3,2,2,2
1.3,Ideal,G,IF,61.3,56.0,12932,7.03,7.06,4.32,214.409376,4,3,7,2
2.11,Very Good,I,SI2,63.8,54.0,12937,8.13,8.19,5.21,346.90628699999996,2,1,1,2
2.27,Ideal,I,SI2,60.5,55.0,12939,8.63,8.53,5.19,382.056141,4,1,1,2
1.81,Premium,I,VS2,62.7,58.0,12939,7.77,7.68,4.84,288.82022399999994,3,1,3,2
2.0,Premium,H,SI2,62.5,58.0,12940,8.14,8.03,5.05,330.08921,3,2,1,2
1.39,Ideal,G,IF,60.6,55.0,12943,7.21,7.27,4.39,230.109313,4,3,7,2
2.3,Good,I,SI2,63.8,55.0,12944,8.4,8.35,5.34,374.5476,1,1,1,2
1.67,Ideal,H,VS2,62.6,56.0,12945,7.55,7.57,4.73,270.33605500000004,4,2,3,2
1.51,Ideal,G,VS2,62.2,57.0,12947,7.28,7.36,4.55,243.79264,4,3,3,2
1.51,Fair,G,VS1,60.8,66.0,12948,7.35,7.25,4.44,236.5965,0,3,4,2
1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57,244.86974,3,3,4,2
1.55,Ideal,G,SI1,61.7,57.0,12951,7.4,7.44,4.58,252.15648000000002,4,3,2,2
1.11,Ideal,F,VVS1,59.7,58.0,12956,6.7,6.74,4.01,181.08357999999998,4,4,6,0
1.11,Ideal,F,VVS1,62.1,57.0,12956,6.62,6.69,4.13,182.908614,4,4,6,0
1.28,Ideal,F,VVS2,62.2,56.0,12958,6.95,6.91,4.32,207.46584000000001,4,4,5,2
1.52,Premium,G,VS2,62.6,55.0,12958,7.39,7.28,4.59,246.93832799999998,3,3,3,2
1.52,Ideal,G,VS2,61.1,57.0,12958,7.45,7.39,4.53,249.40141500000001,4,3,3,2
2.34,Good,J,VS2,63.9,62.0,12961,8.4,8.34,5.35,374.79959999999994,1,0,3,2
2.01,Premium,J,VS1,60.2,61.0,12963,8.23,8.16,4.93,331.083024,3,0,4,2
2.01,Good,I,SI2,59.1,59.0,12964,8.09,8.14,4.8,316.09248,1,1,1,2
1.3,Good,E,VVS2,62.8,59.0,12967,6.95,6.99,4.38,212.78259,1,5,5,2
2.01,Very Good,J,VS2,60.8,58.0,12968,8.08,8.16,4.94,325.708032,2,0,3,2
1.52,Very Good,G,VS1,62.1,57.0,12968,7.27,7.32,4.53,241.07029200000002,2,3,4,2
1.53,Premium,E,SI1,61.3,59.0,12968,7.4,7.35,4.52,245.84279999999998,3,5,2,2
2.18,Premium,J,SI2,62.6,58.0,12970,8.25,8.23,5.16,350.35110000000003,3,0,1,2
2.14,Premium,I,SI2,62.1,58.0,12970,8.31,8.23,5.13,350.847369,3,1,1,2
1.59,Ideal,H,VVS2,62.6,54.0,12971,7.43,7.47,4.67,259.19480699999997,4,2,5,2
1.71,Ideal,E,SI2,62.7,55.0,12978,7.62,7.69,4.8,281.26944000000003,4,5,1,2
1.54,Ideal,F,VS2,61.9,57.0,12978,7.42,7.35,4.57,249.23409,4,4,3,2
2.03,Premium,J,SI1,62.1,59.0,12979,8.12,8.06,5.02,328.54494399999993,3,0,2,2
2.13,Premium,I,SI2,59.8,58.0,12980,8.43,8.37,5.02,354.2066819999999,3,1,1,2
1.51,Very Good,H,VVS1,61.5,58.0,12981,7.3,7.39,4.52,243.84043999999994,2,2,6,2
1.78,Very Good,D,SI2,62.5,57.0,12981,7.76,7.8,4.86,294.16608,2,6,1,2
1.53,Ideal,D,SI1,61.4,58.0,12981,7.35,7.44,4.54,248.26536,4,6,2,2
1.79,Premium,I,VS1,62.6,59.0,12985,7.65,7.72,4.81,284.06897999999995,3,1,4,2
2.01,Good,I,SI2,63.5,60.0,12985,7.86,7.94,5.02,313.290168,1,1,1,2
1.52,Premium,F,VS2,62.2,58.0,12985,7.38,7.29,4.56,245.32891199999997,3,4,3,2
2.0,Premium,E,SI2,60.3,58.0,12987,8.15,8.08,4.89,322.01628,3,5,1,2
1.5,Very Good,H,IF,63.0,59.0,12988,7.23,7.3,4.58,241.72782,2,2,7,2
1.16,Ideal,D,VVS2,62.0,55.0,12989,6.68,6.72,4.19,188.087424,4,6,5,0
1.63,Ideal,G,SI1,60.6,57.0,12990,7.63,7.68,4.63,271.310592,4,3,2,2
1.58,Ideal,F,SI1,60.2,56.0,12991,7.57,7.64,4.58,264.88338400000004,4,4,2,2
1.7,Premium,H,VS2,61.9,60.0,12992,7.61,7.57,4.7,270.75619,3,2,3,2
1.7,Premium,H,VS2,62.8,58.0,12992,7.57,7.52,4.74,269.831136,3,2,3,2
1.01,Ideal,D,VVS2,61.6,57.0,12996,6.44,6.48,3.98,166.09017600000004,4,6,5,0
1.7,Ideal,I,VS1,61.9,55.0,12996,7.65,7.72,4.75,280.5255,4,1,4,2
1.73,Very Good,H,VS2,61.7,56.0,12998,7.64,7.7,4.73,278.25644,2,2,3,2
1.72,Premium,H,SI1,61.4,59.0,12998,7.71,7.64,4.71,277.43972399999996,3,2,2,2
1.5,Very Good,F,VS2,61.9,60.0,13001,7.29,7.32,4.52,241.19985599999998,2,4,3,2
1.52,Very Good,E,VS2,60.3,59.0,13001,7.43,7.52,4.51,251.98993599999997,2,5,3,2
2.01,Premium,I,VS2,59.5,60.0,13003,8.26,8.21,4.9,332.29154,3,1,3,2
1.25,Ideal,E,VVS2,60.9,60.0,13006,6.93,6.97,4.23,204.317883,4,5,5,0
2.15,Ideal,I,SI1,60.9,56.0,13006,8.38,8.33,5.09,355.309486,4,1,2,2
2.1,Fair,G,SI2,65.2,56.0,13007,7.97,7.93,5.19,328.018899,0,3,1,2
2.1,Very Good,G,SI2,63.4,58.0,13007,8.19,8.12,5.17,343.81947599999995,2,3,1,2
2.0,Premium,G,SI2,60.8,55.0,13007,8.09,7.95,4.88,313.85964,3,3,1,2
1.5,Premium,G,VS1,62.4,60.0,13009,7.29,7.22,4.53,238.431114,3,3,4,2
1.51,Good,F,VS2,61.0,63.0,13010,7.32,7.39,4.49,242.88565200000002,1,4,3,2
1.51,Very Good,F,VS2,63.7,60.0,13012,7.2,7.24,4.6,239.78879999999998,2,4,3,2
1.58,Premium,G,VS2,62.6,59.0,13014,7.44,7.47,4.67,259.543656,3,3,3,2
1.2,Very Good,E,VVS1,61.3,60.0,13015,6.77,6.84,4.17,193.09935599999997,2,5,6,2
2.07,Fair,D,SI2,64.5,60.0,13016,7.99,7.88,5.12,322.361344,0,6,1,2
1.77,Ideal,D,SI2,61.8,57.0,13026,7.77,7.71,4.78,286.354026,4,6,1,2
2.44,Premium,I,SI2,61.4,56.0,13027,8.74,8.7,5.35,406.8033,3,1,1,2
1.22,Ideal,F,VVS1,61.2,57.0,13029,6.88,6.92,4.22,200.912512,4,4,6,0
1.23,Ideal,E,VVS2,59.9,57.0,13034,6.95,7.03,4.19,204.71711500000004,4,5,5,0
1.5,Ideal,G,VS1,60.6,57.0,13034,7.47,7.36,4.49,246.856608,4,3,4,2
1.52,Premium,G,VS1,61.4,58.0,13034,7.38,7.35,4.52,245.17835999999994,3,3,4,2
1.52,Premium,G,VS1,62.4,58.0,13034,7.37,7.3,4.58,246.40858,3,3,4,2
1.58,Very Good,G,VS2,59.6,58.0,13037,7.59,7.69,4.55,265.570305,2,3,3,2
1.5,Very Good,F,VS2,63.9,57.0,13037,7.16,7.23,4.6,238.12727999999998,2,4,3,2
1.74,Premium,I,VS1,62.5,57.0,13037,7.71,7.67,4.81,284.44271699999996,3,1,4,2
2.08,Ideal,J,SI1,61.6,58.0,13038,8.15,8.22,5.04,337.64472000000006,4,0,2,2
2.0,Very Good,J,VS2,60.8,62.0,13043,8.09,8.12,4.93,323.855644,2,0,3,2
2.11,Premium,J,VS2,59.9,60.0,13046,8.36,8.41,5.02,352.9441519999999,3,0,3,2
1.61,Very Good,E,SI1,62.3,57.0,13047,7.43,7.47,4.64,257.529744,2,5,2,2
1.75,Good,I,VS1,58.3,59.0,13047,7.92,7.97,4.63,292.256712,1,1,4,2
1.5,Ideal,G,VS2,62.2,58.0,13049,7.31,7.29,4.54,241.93614599999998,4,3,3,2
2.01,Premium,I,SI2,58.2,61.0,13052,8.24,8.2,4.78,322.97504,3,1,1,2
1.05,Ideal,F,IF,61.7,56.0,13060,6.48,6.56,4.02,170.88537599999998,4,4,7,0
0.41,Good,E,SI2,63.4,58.0,638,4.71,4.75,3.0,67.11749999999999,1,5,1,1
0.41,Good,E,SI2,63.2,58.0,638,4.68,4.72,2.97,65.606112,1,5,1,1
0.41,Very Good,E,SI2,59.5,62.0,638,4.8,4.84,2.87,66.67584,2,5,1,1
0.41,Good,E,SI2,63.3,56.0,638,4.69,4.73,2.98,66.10742600000002,1,5,1,1
0.3,Very Good,G,VVS2,60.4,60.0,638,4.3,4.34,2.61,48.70782,2,3,5,3
0.3,Ideal,G,VVS2,62.2,54.0,638,4.29,4.33,2.68,49.78287600000001,4,3,5,3
0.3,Very Good,G,VVS2,59.7,63.0,638,4.34,4.37,2.6,49.311080000000004,2,3,5,3
0.3,Very Good,G,VVS2,62.9,58.0,638,4.26,4.29,2.69,49.16082599999999,2,3,5,3
0.3,Very Good,H,VVS1,62.6,56.0,638,4.25,4.28,2.67,48.5673,2,2,6,3
0.3,Very Good,H,VVS1,61.1,61.0,638,4.27,4.3,2.62,48.105819999999994,2,2,6,3
0.3,Good,H,VVS1,63.1,54.0,638,4.28,4.34,2.72,50.524544,1,2,6,3
0.3,Ideal,H,VVS1,62.5,53.8,639,4.31,4.33,2.69,50.201586999999996,4,2,6,3
0.4,Ideal,I,VS2,61.8,56.0,639,4.73,4.79,2.94,66.610698,4,1,3,3
0.32,Ideal,E,VS2,62.1,55.0,639,4.39,4.43,2.74,53.286697999999994,4,5,3,3
0.32,Ideal,E,VS2,61.7,56.0,639,4.39,4.43,2.72,52.897743999999996,4,5,3,3
0.32,Ideal,F,VS1,61.5,56.0,639,4.4,4.44,2.72,53.137920000000015,4,4,4,3
0.41,Ideal,I,SI1,61.6,56.0,639,4.79,4.82,2.96,68.339888,4,1,2,3
0.38,Ideal,G,SI1,60.2,57.0,639,4.72,4.77,2.85,64.16604,4,3,2,3
0.38,Ideal,G,SI1,61.9,56.0,639,4.64,4.67,2.88,62.40614399999999,4,3,2,3
0.31,Premium,E,VS2,58.6,58.0,639,4.46,4.42,2.6,51.25432,3,5,3,3
0.31,Premium,E,VS2,58.1,60.0,639,4.49,4.42,2.59,51.400622,3,5,3,3
0.3,Very Good,H,VS1,63.2,59.0,639,4.31,4.27,2.71,49.87402699999999,2,2,4,3
0.3,Very Good,E,VS2,61.5,58.0,640,4.28,4.31,2.64,48.699552000000004,2,5,3,1
0.31,Very Good,G,VS1,61.6,56.0,640,4.35,4.38,2.69,51.25256999999999,2,3,4,3
0.31,Very Good,G,VS1,61.9,54.0,640,4.36,4.4,2.71,51.98864000000001,2,3,4,3
0.31,Very Good,G,VS1,60.5,57.0,640,4.39,4.42,2.67,51.808145999999994,2,3,4,3
0.3,Very Good,E,VS1,58.4,62.0,640,4.37,4.43,2.57,49.752886999999994,2,5,4,3
0.3,Very Good,E,VS1,63.8,59.0,640,4.21,4.22,2.69,47.79107799999999,2,5,4,3
0.38,Very Good,E,SI1,58.3,61.0,640,4.75,4.86,2.8,64.638,2,5,2,1
0.31,Ideal,F,VS2,61.1,56.0,640,4.35,4.39,2.67,50.98765499999999,4,4,3,3
1.03,Ideal,F,IF,62.3,57.0,13060,6.44,6.49,4.03,168.43626800000004,4,4,7,0
1.39,Ideal,G,IF,60.6,55.0,13061,7.27,7.21,4.39,230.109313,4,3,7,2
1.67,Ideal,H,VS2,62.6,56.0,13063,7.57,7.55,4.73,270.33605500000004,4,2,3,2
2.03,Very Good,I,SI2,62.8,59.0,13063,8.04,8.08,5.06,328.71379199999996,2,1,1,2
2.03,Very Good,I,SI2,62.8,60.0,13063,7.99,8.05,5.04,324.17028000000005,2,1,1,2
2.14,Ideal,E,SI2,62.7,55.0,13065,8.26,8.21,5.16,349.923336,4,5,1,2
2.2,Premium,J,SI2,60.9,60.0,13065,8.42,8.34,5.1,358.13627999999994,3,0,1,2
1.51,Very Good,G,VS2,64.0,56.0,13068,7.22,7.3,4.65,245.0829,2,3,3,2
2.02,Premium,I,VS2,59.2,58.0,13068,8.29,8.25,4.89,334.439325,3,1,3,2
1.71,Good,H,VS2,63.7,58.0,13068,7.57,7.54,4.81,274.544218,1,2,3,2
2.23,Premium,J,SI1,62.1,59.0,13069,8.29,8.33,5.16,356.3274119999999,3,0,2,2
2.11,Premium,G,SI2,61.4,62.0,13069,8.25,8.21,5.05,342.049125,3,3,1,2
1.51,Premium,F,VS2,62.1,59.0,13074,7.37,7.26,4.54,242.918148,3,4,3,2
1.51,Premium,H,IF,60.2,60.0,13075,7.41,7.44,4.47,246.432888,3,2,7,2
1.53,Premium,G,VS2,59.4,59.0,13077,7.55,7.51,4.47,253.45123499999997,3,3,3,2
1.72,Premium,H,SI1,62.9,58.0,13078,7.63,7.59,4.79,277.397043,3,2,2,2
1.56,Premium,G,VS1,60.2,60.0,13079,7.47,7.52,4.51,253.34654399999994,3,3,4,2
1.51,Very Good,F,VS2,63.2,56.0,13080,7.22,7.28,4.58,240.732128,2,4,3,2
1.75,Premium,H,SI1,61.4,59.0,13081,7.79,7.69,4.75,284.54922500000004,3,2,2,2
2.17,Premium,F,SI2,59.3,61.0,13084,8.6,8.53,5.08,372.65863999999993,3,4,1,2
1.77,Premium,I,VS1,62.2,58.0,13085,7.76,7.68,4.8,286.06463999999994,3,1,4,2
1.2,Ideal,F,VVS1,61.1,55.0,13088,6.86,6.89,4.2,198.51468,4,4,6,0
2.09,Premium,J,SI2,60.0,60.0,13092,8.32,8.37,5.01,348.8883839999999,3,0,1,2
